created_at,text,retweets,likes
Wed Feb 03 20:00:16 +0000 2021,"[NYC Vaccine Hub] Bushwick Educational Campus: 2 appts

Feb 5 – 10:00AM, 5:20PM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 19:50:16 +0000 2021,"[NYC Vaccine Hub] Staten Island Technical High School: 48 appts

Feb 5 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 44 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 19:48:13 +0000 2021,"[NYC Vaccine Hub] Port Richmond High School: 48 appts

Feb 5 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 44 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 19:44:12 +0000 2021,"[NYC Vaccine Hub] Walton Educational School: 48 appts

Feb 5 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 44 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 19:42:17 +0000 2021,"[NYC Vaccine Hub] South Bronx Educational Campus: 48 appts

Feb 5 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 44 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 19:38:10 +0000 2021,"[NYC Vaccine Hub] Adlai E. Stevenson High School: 48 appts

Feb 5 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 44 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 19:36:10 +0000 2021,"[NYC Vaccine Hub] Hillcrest High School: 48 appts

Feb 5 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 44 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 19:30:14 +0000 2021,"[NYC Vaccine Hub] Beach Channel Educational Campus: 48 appts

Feb 5 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 44 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 19:26:11 +0000 2021,"[NYC Vaccine Hub] Aviation High School: 42 appts

Feb 5 – 11:00AM, 11:10AM, 11:20AM, 11:30AM and 38 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 19:22:10 +0000 2021,"[NYC Vaccine Hub] August Martin High School: 36 appts

Feb 5 – 12:00PM, 12:10PM, 12:20PM, 12:30PM and 32 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 19:04:05 +0000 2021,Maybe someone chime in here? https://t.co/IMA7QFMWgF,0,0
Wed Feb 03 19:00:16 +0000 2021,"[NYC Vaccine Hub] Abraham Lincoln High School: 4 appts

Feb 5 – 11:30AM, 12:50PM, 1:00PM, 2:10PM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 18:37:28 +0000 2021,tip for folks having trouble on Vax 4 NYC website https://t.co/ynmQTtlIYQ,0,1
Wed Feb 03 18:30:15 +0000 2021,"[NYC Vaccine Hub] Walton Educational School: 2 appts

Feb 6 – 11:30AM, 2:00PM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 18:08:10 +0000 2021,"[NYC Vaccine Hub] Wadleigh Campus/I.S. 88: 42 appts

Feb 5 – 11:00AM, 11:10AM, 11:20AM, 11:30AM and 38 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 18:00:25 +0000 2021,"[NYC Vaccine Hub] Marta Valle High School: 48 appts

Feb 5 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 44 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:56:34 +0000 2021,RT @ElaineMiccio: @turbovax Keep refreshing your page The appointments may have been taken at that moment. You must be diligent and persist…,1,0
Wed Feb 03 17:47:45 +0000 2021,"We've seen this behavior as well. It eventually went away on our end, hopefully the same goes for you https://t.co/LIomnDTLXI",0,0
Wed Feb 03 17:42:11 +0000 2021,"[NYC Vaccine Hub] George Westinghouse Vocational HS: 48 appts

Feb 5 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 44 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:38:10 +0000 2021,"[NYC Vaccine Hub] Canarsie High School: 42 appts

Feb 5 – 11:00AM, 11:10AM, 11:20AM, 11:30AM and 38 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:34:09 +0000 2021,"[NYC Vaccine Hub] Bushwick Educational Campus: 42 appts

Feb 5 – 11:00AM, 11:10AM, 11:20AM, 11:30AM and 38 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:32:09 +0000 2021,"[NYC Vaccine Hub] Abraham Lincoln High School: 48 appts

Feb 5 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 44 more

https://t.co/jQDJPwNCK4",0,1
Wed Feb 03 17:27:15 +0000 2021,They're for people who live or work in NYC (the site lists all the conditions when you book) https://t.co/X0BFyMrkAM,0,1
Wed Feb 03 17:18:14 +0000 2021,"[NYC Vaccine Hub] Wadleigh Campus/I.S. 88: 7 appts

Feb 7 – 12:40PM, 1:20PM, 1:50PM, 2:50PM and 3 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:18:14 +0000 2021,"[NYC Vaccine Hub] Staten Island Technical High School: 2 appts

Feb 7 – 5:30PM, 5:40PM

https://t.co/jQDJPwNCK4",0,1
Wed Feb 03 17:18:13 +0000 2021,"[NYC Vaccine Hub] Port Richmond High School: 10 appts

Feb 7 – 12:10PM, 12:40PM, 1:10PM, 1:30PM and 6 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:18:12 +0000 2021,"[NYC Vaccine Hub] George Westinghouse Vocational HS: 6 appts

Feb 7 – 4:10PM, 4:20PM, 4:30PM, 5:10PM and 2 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:18:12 +0000 2021,"[NYC Vaccine Hub] Canarsie High School: 3 appts

Feb 7 – 2:50PM, 3:20PM, 3:40PM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:18:11 +0000 2021,"[NYC Vaccine Hub] Beach Channel Educational Campus: 9 appts

Feb 7 – 10:20AM, 10:40AM, 12:40PM, 2:00PM and 5 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:18:10 +0000 2021,"[NYC Vaccine Hub] Adlai E. Stevenson High School: 18 appts

Feb 7 – 11:20AM, 11:50AM, 12:10PM, 12:40PM and 14 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:16:15 +0000 2021,"[NYC Vaccine Hub] Walton Educational School: 16 appts

Feb 6 – 10:50AM, 11:50AM, 12:10PM, 12:50PM and 12 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:16:15 +0000 2021,"[NYC Vaccine Hub] Wadleigh Campus/I.S. 88: 4 appts

Feb 6 – 4:10PM, 5:20PM, 5:40PM, 5:50PM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:16:15 +0000 2021,"[NYC Vaccine Hub] Staten Island Technical High School: 3 appts

Feb 6 – 1:10PM, 2:10PM, 2:40PM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:16:14 +0000 2021,"[NYC Vaccine Hub] South Bronx Educational Campus: 9 appts

Feb 6 – 10:30AM, 10:50AM, 11:40AM, 12:10PM and 5 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:16:14 +0000 2021,"[NYC Vaccine Hub] Port Richmond High School: 4 appts

Feb 6 – 2:50PM, 3:40PM, 4:40PM, 4:50PM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:16:13 +0000 2021,"[NYC Vaccine Hub] Marta Valle High School: 7 appts

Feb 7 – 11:30AM, 11:40AM, 12:10PM, 1:30PM and 3 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:16:13 +0000 2021,"[NYC Vaccine Hub] Hillcrest High School: 5 appts

Feb 6 – 2:30PM, 4:20PM, 4:50PM, 5:10PM and 1 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:16:12 +0000 2021,"[NYC Vaccine Hub] George Westinghouse Vocational HS: 7 appts

Feb 6 – 10:50AM, 11:10AM, 12:20PM, 1:50PM and 3 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:16:12 +0000 2021,"[NYC Vaccine Hub] Canarsie High School: 4 appts

Feb 6 – 1:50PM, 3:30PM, 4:10PM, 4:20PM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:16:11 +0000 2021,"[NYC Vaccine Hub] Bushwick Educational Campus: 5 appts

Feb 6 – 4:10PM, 4:40PM, 4:50PM, 5:10PM and 1 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:16:11 +0000 2021,"[NYC Vaccine Hub] Beach Channel Educational Campus: 5 appts

Feb 6 – 12:50PM, 1:30PM, 4:10PM, 5:20PM and 1 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:16:10 +0000 2021,"[NYC Vaccine Hub] Aviation High School: 11 appts

Feb 7 – 10:50AM, 11:00AM, 11:30AM, 12:20PM and 7 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:16:10 +0000 2021,"[NYC Vaccine Hub] August Martin High School: 3 appts

Feb 6 – 1:50PM, 4:30PM, 5:30PM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:16:09 +0000 2021,"[NYC Vaccine Hub] Adlai E. Stevenson High School: 5 appts

Feb 6 – 11:50AM, 12:30PM, 4:30PM, 4:50PM and 1 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 17:16:09 +0000 2021,"[NYC Vaccine Hub] Abraham Lincoln High School: 4 appts

Feb 7 – 11:30AM, 3:50PM, 4:40PM, 5:00PM

https://t.co/jQDJPx5dBC",0,0
Wed Feb 03 16:42:14 +0000 2021,"[NYC Vaccine Hub] Walton Educational School: 18 appts

Feb 7 – 2:40PM, 2:50PM, 3:00PM, 3:10PM and 14 more

https://t.co/jQDJPwNCK4",1,1
Wed Feb 03 16:39:02 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 8 appts

Feb 8 – 2:15AM, 2:45AM, 3:00AM, 3:15AM and 4 more

https://t.co/iVRnr1hjSf",0,0
Wed Feb 03 16:33:04 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 31 appts

Feb 7 – 12:00AM, 12:45AM, 1:15AM, 1:45AM and 27 more

https://t.co/iVRnr1hjSf",0,1
Wed Feb 03 16:24:04 +0000 2021,"[NYC H+H] Brooklyn Army Term Vaccine Clinic: 69 appts

Feb 7 – 12:00AM, 12:15AM, 12:30AM, 12:45AM and 65 more

https://t.co/iVRnr1hjSf",0,1
Wed Feb 03 16:18:05 +0000 2021,"[NYC H+H] Brooklyn Army Term Vaccine Clinic: 56 appts

Feb 6 – 12:15AM, 12:30AM, 12:45AM, 1:00AM and 52 more

https://t.co/iVRnr1hjSf",0,1
Wed Feb 03 16:15:04 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 56 appts

Feb 6 – 12:15AM, 12:30AM, 12:45AM, 3:00AM and 52 more

https://t.co/iVRnr1hjSf",0,0
Wed Feb 03 16:09:07 +0000 2021,"The new Vaccine Hub website may be having technical difficulties, but we can confirm that availability is there https://t.co/FF8LmeHi69",0,4
Wed Feb 03 16:09:04 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 14 appts

Feb 5 – 2:45AM, 3:15AM, 3:30AM, 3:45AM and 10 more

https://t.co/iVRnr1hjSf",0,0
Wed Feb 03 16:06:04 +0000 2021,"[NYC H+H] Brooklyn Army Term Vaccine Clinic: 6 appts

Feb 5 – 2:30AM, 2:45AM, 3:00AM, 3:15AM and 2 more

https://t.co/iVRnr1hjSf",0,0
Wed Feb 03 16:00:05 +0000 2021,"[NYC H+H] Brooklyn Army Term Vaccine Clinic: 21 appts

Feb 4 – 2:15AM, 2:30AM, 2:45AM, 4:30AM and 17 more

https://t.co/iVRnr1hjSf",0,0
Wed Feb 03 15:57:04 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 58 appts

Feb 4 – 12:15AM, 12:30AM, 12:45AM, 1:15AM and 54 more

https://t.co/iVRnr1hjSf",0,0
Wed Feb 03 15:56:16 +0000 2021,"[NYC Vaccine Hub] Walton Educational School: 44 appts

Feb 6 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 40 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 15:56:15 +0000 2021,"[NYC Vaccine Hub] Wadleigh Campus/I.S. 88: 26 appts

Feb 6 – 12:20PM, 12:50PM, 1:40PM, 1:50PM and 22 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 15:56:15 +0000 2021,"[NYC Vaccine Hub] Staten Island Technical High School: 39 appts

Feb 6 – 10:30AM, 10:40AM, 10:50AM, 11:00AM and 35 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 15:56:15 +0000 2021,"[NYC Vaccine Hub] South Bronx Educational Campus: 45 appts

Feb 6 – 10:10AM, 10:20AM, 10:30AM, 10:40AM and 41 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 15:56:14 +0000 2021,"[NYC Vaccine Hub] Port Richmond High School: 42 appts

Feb 6 – 10:20AM, 10:40AM, 10:50AM, 11:00AM and 38 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 15:56:14 +0000 2021,"[NYC Vaccine Hub] Marta Valle High School: 13 appts

Feb 6 – 3:40PM, 3:50PM, 4:00PM, 4:10PM and 9 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 15:56:13 +0000 2021,"[NYC Vaccine Hub] Hillcrest High School: 22 appts

Feb 6 – 12:50PM, 1:10PM, 1:20PM, 1:30PM and 18 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 15:56:13 +0000 2021,"[NYC Vaccine Hub] George Westinghouse Vocational HS: 35 appts

Feb 6 – 11:20AM, 11:30AM, 11:40AM, 11:50AM and 31 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 15:56:12 +0000 2021,"[NYC Vaccine Hub] Canarsie High School: 34 appts

Feb 6 – 12:00PM, 12:20PM, 12:30PM, 12:40PM and 30 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 15:56:12 +0000 2021,"[NYC Vaccine Hub] Bushwick Educational Campus: 23 appts

Feb 6 – 11:50AM, 12:10PM, 12:30PM, 12:50PM and 19 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 15:56:11 +0000 2021,"[NYC Vaccine Hub] Beach Channel Educational Campus: 38 appts

Feb 6 – 10:00AM, 10:10AM, 10:40AM, 10:50AM and 34 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 15:56:11 +0000 2021,"[NYC Vaccine Hub] Aviation High School: 21 appts

Feb 6 – 10:10AM, 1:50PM, 2:00PM, 2:20PM and 17 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 15:56:10 +0000 2021,"[NYC Vaccine Hub] August Martin High School: 21 appts

Feb 6 – 12:50PM, 1:00PM, 1:10PM, 1:20PM and 17 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 15:56:10 +0000 2021,"[NYC Vaccine Hub] Adlai E. Stevenson High School: 40 appts

Feb 6 – 10:40AM, 11:10AM, 11:20AM, 11:40AM and 36 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 15:56:09 +0000 2021,"[NYC Vaccine Hub] Abraham Lincoln High School: 3 appts

Feb 6 – 4:40PM, 5:40PM, 5:50PM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 15:45:21 +0000 2021,"TurboVax is monitoring LI sites that are bookable via the NYS portal. I wish it could monitor more, but I'm just one guy and only have so much time  https://t.co/FV2mQjHzP6 https://t.co/v1fKtg85Ll",0,1
Wed Feb 03 15:41:56 +0000 2021,"@Stewie_Ita that's correct, but availability changes literally by-the-minute. rooting for you!",0,1
Wed Feb 03 15:33:46 +0000 2021,"appointments sometimes don't even last a minute! you need to be quick but also a little lucky

with a little patience, we'll all get our vaccines in due time 🙏 https://t.co/XjWB5mDb2V",0,4
Wed Feb 03 15:12:04 +0000 2021,"[NYC H+H] Harlem Covid Vaccine Clinic: 13 appts

Feb 9 – 7:10AM, 7:30AM, 12:00PM, 12:30PM and 9 more

https://t.co/iVRnr1hjSf",0,0
Wed Feb 03 15:00:05 +0000 2021,"[NYC H+H] Bathgate Postal Stat Vaccine Clinic: 35 appts

Feb 3 – 1:00PM, 1:15PM, 1:30PM, 1:45PM and 31 more

https://t.co/iVRnr1hjSf",0,0
Wed Feb 03 15:00:05 +0000 2021,"[NYC H+H] Brooklyn Army Term Vaccine Clinic: 27 appts

Feb 3 – 1:00PM, 1:15PM, 1:30PM, 1:45PM and 23 more

https://t.co/iVRnr1hjSf",0,0
Wed Feb 03 14:17:14 +0000 2021,"Good morning! We're happy to announce that our Vaccine Hub is back—now with enhanced availability logic. This means we are once again checking the NYC Vaccine Hub, NYC H+H, and NYS DoH sites at full capacity. Let's go find some appointments!!",1,10
Wed Feb 03 03:51:43 +0000 2021,"we're going to turn off our Vaccine Hub bot for the evening—while the data does show some available appointments left, the site is not actually making them bookable. Our NYS and NYC Health + Hospitals bots will still be going strong while we get this sorted out. Good night!",0,7
Wed Feb 03 03:31:06 +0000 2021,any of our followers have the same experience? https://t.co/xBU28RlFUu,0,1
Wed Feb 03 03:04:05 +0000 2021,"[NYC Vaccine Hub] Canarsie High School: 2 appts

Feb 6 – 11:00AM, 1:00PM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 03:02:03 +0000 2021,"[NYC Vaccine Hub] Abraham Lincoln High School: 6 appts

Feb 7 – 10:50AM, 11:10AM, 11:30AM, 2:30PM and 2 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 03:00:10 +0000 2021,"[NYC Vaccine Hub] Wadleigh Campus/I.S. 88: 2 appts

Feb 6 – 11:40AM, 1:00PM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 03:00:10 +0000 2021,"[NYC Vaccine Hub] Marta Valle High School: 4 appts

Feb 7 – 10:10AM, 11:20AM, 11:50AM, 1:00PM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 03:00:09 +0000 2021,"[NYC Vaccine Hub] Hillcrest High School: 3 appts

Feb 6 – 10:30AM, 10:50AM, 11:00AM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 03:00:09 +0000 2021,"[NYC Vaccine Hub] George Westinghouse Vocational HS: 3 appts

Feb 6 – 10:50AM, 11:10AM, 12:00PM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 03:00:08 +0000 2021,"[NYC Vaccine Hub] Bushwick Educational Campus: 5 appts

Feb 6 – 10:40AM, 12:40PM, 12:50PM, 1:10PM and 1 more

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 03:00:08 +0000 2021,"[NYC Vaccine Hub] Beach Channel Educational Campus: 2 appts

Feb 6 – 10:00AM, 3:00PM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 03:00:07 +0000 2021,"[NYC Vaccine Hub] Aviation High School: 4 appts

Feb 6 – 10:20AM, 11:00AM, 11:10AM, 4:30PM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 03:00:06 +0000 2021,"[NYC Vaccine Hub] August Martin High School: 4 appts

Feb 6 – 11:20AM, 11:30AM, 11:40AM, 11:50AM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 03:00:06 +0000 2021,"[NYC Vaccine Hub] Abraham Lincoln High School: 2 appts

Feb 6 – 2:50PM, 3:10PM

https://t.co/jQDJPwNCK4",0,0
Wed Feb 03 02:40:03 +0000 2021,"[NYC H+H] Harlem Covid Vaccine Clinic: 23 appts

Feb 3 – 7:00AM, 7:30AM, 8:00AM, 8:30AM and 19 more

https://t.co/iVRnr1hjSf",0,1
Wed Feb 03 02:02:03 +0000 2021,"[NYC Vaccine Hub] Wadleigh Campus/I.S. 88: 3 appts

Feb 7 – 11:00AM, 11:20AM, 12:00PM

https://t.co/S6bfIOGPZE",0,1
Wed Feb 03 02:00:07 +0000 2021,"[NYC Vaccine Hub] Marta Valle High School: 5 appts

Feb 6 – 10:40AM, 12:00PM, 12:10PM, 1:00PM and 1 more

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 02:00:06 +0000 2021,"[NYC Vaccine Hub] George Westinghouse Vocational HS: 3 appts

Feb 6 – 10:40AM, 11:20AM, 12:00PM

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 02:00:06 +0000 2021,"[NYC Vaccine Hub] Canarsie High School: 4 appts

Feb 6 – 11:30AM, 12:30PM, 1:30PM, 2:30PM

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 02:00:05 +0000 2021,"[NYC Vaccine Hub] Bushwick Educational Campus: 4 appts

Feb 6 – 12:10PM, 12:20PM, 12:50PM, 1:10PM

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 02:00:05 +0000 2021,"[NYC Vaccine Hub] Aviation High School: 2 appts

Feb 6 – 10:20AM, 11:00AM

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 02:00:04 +0000 2021,"[NYC Vaccine Hub] August Martin High School: 5 appts

Feb 6 – 11:00AM, 11:10AM, 11:20AM, 11:30AM and 1 more

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 02:00:03 +0000 2021,"[NYC Vaccine Hub] Abraham Lincoln High School: 5 appts

Feb 6 – 11:20AM, 1:50PM, 2:20PM, 2:30PM and 1 more

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 01:04:05 +0000 2021,"[NYC H+H] Harlem Covid Vaccine Clinic: 4 appts

Feb 5 – 7:00AM, 8:30AM, 9:00AM, 9:30AM

https://t.co/iVRnr1hjSf",0,0
Wed Feb 03 01:04:05 +0000 2021,"[NYC H+H] Harlem Covid Vaccine Clinic: 2 appts

Feb 4 – 6:00PM, 6:30PM

https://t.co/iVRnr1hjSf",0,0
Wed Feb 03 01:04:04 +0000 2021,"[NYC H+H] Harlem Covid Vaccine Clinic: 8 appts

Feb 3 – 3:00PM, 3:30PM, 4:00PM, 4:30PM and 4 more

https://t.co/iVRnr1hjSf",0,0
Wed Feb 03 00:01:29 +0000 2021,"[NYC Vaccine Hub] Walton Educational School: 42 appts

Feb 6 – 10:40AM, 10:50AM, 11:20AM, 11:30AM and 38 more

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 00:01:28 +0000 2021,"[NYC Vaccine Hub] Wadleigh Campus/I.S. 88: 11 appts

Feb 6 – 4:10PM, 4:20PM, 4:30PM, 4:40PM and 7 more

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 00:01:27 +0000 2021,"[NYC Vaccine Hub] Staten Island Technical High School: 28 appts

Feb 6 – 1:20PM, 1:30PM, 1:40PM, 1:50PM and 24 more

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 00:01:27 +0000 2021,"[NYC Vaccine Hub] South Bronx Educational Campus: 47 appts

Feb 6 – 10:10AM, 10:20AM, 10:30AM, 10:40AM and 43 more

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 00:01:26 +0000 2021,"[NYC Vaccine Hub] Port Richmond High School: 35 appts

Feb 6 – 12:10PM, 12:20PM, 12:30PM, 12:40PM and 31 more

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 00:01:25 +0000 2021,"[NYC Vaccine Hub] Marta Valle High School: 26 appts

Feb 7 – 1:40PM, 1:50PM, 2:00PM, 2:10PM and 22 more

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 00:01:25 +0000 2021,"[NYC Vaccine Hub] George Westinghouse Vocational HS: 16 appts

Feb 6 – 3:20PM, 3:30PM, 3:40PM, 3:50PM and 12 more

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 00:01:24 +0000 2021,"[NYC Vaccine Hub] Canarsie High School: 15 appts

Feb 6 – 12:20PM, 3:20PM, 3:40PM, 3:50PM and 11 more

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 00:01:23 +0000 2021,"[NYC Vaccine Hub] Bushwick Educational Campus: 3 appts

Feb 6 – 4:00PM, 5:20PM, 5:30PM

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 00:01:23 +0000 2021,"[NYC Vaccine Hub] Beach Channel Educational Campus: 25 appts

Feb 6 – 1:50PM, 2:00PM, 2:10PM, 2:20PM and 21 more

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 00:01:22 +0000 2021,"[NYC Vaccine Hub] Aviation High School: 13 appts

Feb 7 – 3:40PM, 3:50PM, 4:10PM, 4:20PM and 9 more

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 00:01:21 +0000 2021,"[NYC Vaccine Hub] August Martin High School: 26 appts

Feb 7 – 1:40PM, 1:50PM, 2:00PM, 2:10PM and 22 more

https://t.co/S6bfIOGPZE",0,0
Wed Feb 03 00:01:21 +0000 2021,"[NYC Vaccine Hub] Adlai E. Stevenson High School: 32 appts

Feb 6 – 12:40PM, 12:50PM, 1:00PM, 1:10PM and 28 more

https://t.co/S6bfIOGPZE",0,0
Tue Feb 02 23:34:41 +0000 2021,2/2 update: (we got the data 😎) https://t.co/Y5v8fsWFWE,0,4
Tue Feb 02 23:31:18 +0000 2021,"[NYC Vaccine Hub] Walton Educational School: 48 appts

Feb 7 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 44 more

https://t.co/S6bfIOGPZE",0,0
Tue Feb 02 23:31:17 +0000 2021,"[NYC Vaccine Hub] Walton Educational School: 48 appts

Feb 6 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 44 more

https://t.co/S6bfIOGPZE",0,0
Tue Feb 02 23:31:16 +0000 2021,"[NYC Vaccine Hub] Wadleigh Campus/I.S. 88: 37 appts

Feb 7 – 11:40AM, 11:50AM, 12:10PM, 12:20PM and 33 more

https://t.co/S6bfIOGPZE",0,0
Tue Feb 02 23:31:16 +0000 2021,"[NYC Vaccine Hub] Wadleigh Campus/I.S. 88: 28 appts

Feb 6 – 12:50PM, 1:20PM, 1:30PM, 1:40PM and 24 more

https://t.co/S6bfIOGPZE",0,0
Tue Feb 02 23:31:15 +0000 2021,"[NYC Vaccine Hub] South Bronx Educational Campus: 48 appts

Feb 6 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 44 more

https://t.co/S6bfIOGPZE",0,0
Tue Feb 02 23:31:15 +0000 2021,"[NYC Vaccine Hub] Port Richmond High School: 48 appts

Feb 7 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 44 more

https://t.co/S6bfIOGPZE",0,0
Tue Feb 02 23:31:14 +0000 2021,"[NYC Vaccine Hub] Port Richmond High School: 48 appts

Feb 6 – 10:00AM, 10:10AM, 10:20AM, 10:30AM and 44 more

https://t.co/S6bfIOGPZE",0,0
Tue Feb 02 23:31:13 +0000 2021,"[NYC Vaccine Hub] Marta Valle High School: 42 appts

Feb 7 – 10:50AM, 11:10AM, 11:20AM, 11:30AM and 38 more

https://t.co/S6bfIOGPZE",0,0
Tue Feb 02 23:31:13 +0000 2021,"[NYC Vaccine Hub] Marta Valle High School: 23 appts

Feb 6 – 2:10PM, 2:20PM, 2:30PM, 2:40PM and 19 more

https://t.co/S6bfIOGPZE",0,0
Tue Feb 02 23:31:12 +0000 2021,"[NYC Vaccine Hub] Hillcrest High School: 22 appts

Feb 6 – 2:10PM, 2:20PM, 2:30PM, 2:40PM and 18 more

https://t.co/S6bfIOGPZE",0,0
Tue Feb 02 23:31:11 +0000 2021,"[NYC Vaccine Hub] George Westinghouse Vocational HS: 46 appts

Feb 7 – 10:10AM, 10:20AM, 10:40AM, 10:50AM and 42 more

https://t.co/S6bfIOGPZE",0,0
Tue Feb 02 23:31:11 +0000 2021,"[NYC Vaccine Hub] George Westinghouse Vocational HS: 31 appts

Feb 6 – 12:20PM, 12:50PM, 1:10PM, 1:20PM and 27 more

https://t.co/S6bfIOGPZE",0,0
