,year,on spotify?
6633,2018,No
6634,2017,No
6635,2020,No
6636,2012,No
6637,2020,No
6638,2017,No
6639,2018,Yes
6640,2012,No
6641,2016,No
6642,2016,No
6643,2017,No
6644,2010,Yes
6645,2016,No
6646,2016,No
6647,2021,Yes
6648,2014,Yes
6649,2014,No
6650,2013,No
6651,2018,No
6652,2011,No
6653,2016,Yes
6654,2012,No
6655,2014,No
6656,2019,No
6657,2015,No
6658,2016,No
6659,2014,No
6660,2010,No
6661,2013,Yes
6662,2012,No
6663,2015,No
6664,2019,Yes
6665,2017,No
6666,2012,No
6667,2015,No
6668,2011,Yes
6669,2012,No
6670,2017,No
6671,2020,No
6672,2015,Yes
6673,2012,No
6674,2014,No
6675,2015,No
6676,2018,No
6677,2015,No
6678,2017,Yes
6679,2014,Yes
6680,2011,No
6681,2021,Yes
6682,2010,No
6683,2017,No
6684,2017,No
6685,2015,No
6686,2018,Yes
6687,2019,Yes
6688,2019,No
6689,2015,No
6690,2012,No
6691,2016,Yes
6692,2013,Yes
6693,2010,No
6694,2020,Yes
6695,2016,Yes
6696,2020,No
6697,2014,No
6698,2014,No
6699,2021,Yes
6700,2019,Yes
6701,2019,No
6702,2018,No
6703,2019,No
6704,2015,Yes
6705,2019,No
6706,2018,Yes
6707,2011,No
6708,2013,Yes
6709,2017,No
6710,2015,No
6711,2014,Yes
6712,2013,No
6713,2012,No
6714,2013,Yes
6715,2014,Yes
6716,2014,No
6717,2016,No
6718,2011,Yes
6719,2013,No
6720,2012,No
6721,2014,No
6722,2019,No
6723,2011,No
6724,2020,No
6725,2017,No
6726,2020,No
6727,2014,No
6728,2017,No
6729,2017,No
6730,2020,No
6731,2011,No
6732,2020,No
6733,2017,Yes
6734,2020,No
6735,2020,Yes
6736,2014,Yes
6737,2014,No
6738,2015,Yes
6739,2014,Yes
6740,2019,No
6741,2021,Yes
6742,2021,No
6743,2012,Yes
6744,2013,No
6745,2018,No
6746,2015,No
6747,2020,No
6748,2013,No
6749,2015,No
6750,2016,No
6751,2017,No
6752,2015,No
6753,2020,Yes
6754,2010,No
6755,2020,Yes
6756,2016,No
6757,2016,Yes
6758,2012,No
6759,2019,No
6760,2016,No
6761,2012,No
6762,2018,Yes
6763,2018,No
6764,2017,No
6765,2013,No
6766,2010,No
6767,2019,Yes
6768,2014,No
6769,2016,No
6770,2020,No
6771,2019,Yes
6772,2014,No
6773,2011,No
6774,2019,No
6775,2012,No
6776,2021,Yes
6777,2014,No
6778,2018,No
6779,2009,Yes
6780,2020,No
6781,2011,No
6782,2018,No
6783,2019,No
6784,2011,Yes
6785,2014,No
6786,2020,Yes
6787,2012,No
6788,2019,No
6789,2012,Yes
6790,2013,No
6791,2019,Yes
6792,2018,Yes
6793,2013,Yes
6794,2020,No
6795,2016,No
6796,2011,No
6797,2013,No
6798,2014,No
6799,2020,No
6800,2018,No
6801,2017,Yes
6802,2014,No
6803,2015,No
6804,2015,No
6805,2019,Yes
6806,2017,No
6807,2016,Yes
6808,2020,Yes
6809,2020,Yes
6810,2019,No
6811,2015,No
6812,2012,Yes
6813,2017,No
6814,2020,No
6815,2009,Yes
6816,2020,No
6817,2019,Yes
6818,2018,No
6819,2017,No
6820,2019,Yes
6821,2013,No
6822,2020,Yes
6823,2021,No
6824,2012,No
6825,2010,No
6826,2020,No
6827,2011,No
6828,2010,No
6829,2014,No
6830,2012,Yes
6831,2017,Yes
6832,2017,No
6833,2010,No
6834,2017,Yes
6835,2015,No
6836,2014,No
6837,2014,No
6838,2014,No
6839,2015,No
6840,2020,No
6841,2018,No
6842,2012,No
6843,2015,No
6844,2017,No
6845,2011,Yes
6846,2018,No
6847,2021,Yes
6848,2016,Yes
6849,2018,Yes
6850,2012,Yes
6851,2018,No
6852,2013,No
6853,2014,Yes
6854,2011,Yes
6855,2013,No
6856,2016,No
6857,2012,No
6858,2019,Yes
6859,2020,No
6860,2017,No
6861,2015,No
6862,2018,No
6863,2016,No
6864,2018,No
6865,2015,No
6866,2021,No
6867,2016,Yes
6868,2020,Yes
6869,2013,Yes
6870,2018,No
6871,2013,Yes
6872,2014,No
6873,2010,No
6874,2015,No
6875,2011,No
6876,2015,No
6877,2012,No
6878,2018,No
6879,2016,No
6880,2017,Yes
6881,2012,No
6882,2009,No
6883,2012,No
6884,2014,No
6885,2015,No
6886,2016,No
6887,2017,No
6888,2013,No
6889,2019,No
6890,2020,No
6891,2019,Yes
6892,2015,No
6893,2020,No
6894,2011,No
6895,2018,Yes
6896,2010,No
6897,2015,No
6898,2017,Yes
6899,2018,Yes
6900,2020,No
6901,2018,No
6902,2017,No
6903,2014,No
6904,2014,No
6905,2014,No
6906,2015,No
6907,2020,Yes
6908,2020,No
6909,2021,No
6910,2010,Yes
6911,2017,No
6912,2019,No
6913,2013,No
6914,2011,No
6915,2010,No
6916,2011,No
6917,2018,No
6918,2021,No
6919,2018,No
6920,2020,No
6921,2014,No
6922,2011,No
6923,2014,No
6924,2014,No
6925,2011,Yes
6926,2015,No
6927,2017,No
6928,2015,Yes
6929,2018,Yes
6930,2017,No
6931,2011,Yes
6932,2020,Yes
6933,2013,No
6934,2020,No
6935,2017,No
6936,2017,No
6937,2016,No
6938,2020,No
6939,2012,Yes
6940,2017,No
6941,2013,No
6942,2016,No
6943,2015,No
6944,2016,No
6945,2019,No
6946,2014,Yes
6947,2014,No
6948,2013,No
6949,2010,No
6950,2012,Yes
6951,2010,No
6952,2017,No
6953,2011,Yes
6954,2011,Yes
6955,2012,No
6956,2010,No
6957,2018,No
6958,2013,No
6959,2020,Yes
6960,2011,No
6961,2013,Yes
6962,2015,No
6963,2018,No
6964,2017,Yes
6965,2019,No
6966,2013,No
6967,2012,No
6968,2014,No
6969,2013,Yes
6970,2016,No
6971,2011,Yes
6972,2012,No
6973,2019,Yes
6974,2020,Yes
6975,2010,No
6976,2011,No
6977,2016,No
6978,2019,Yes
6979,2013,No
6980,2017,No
6981,2017,Yes
6982,2017,No
6983,2015,No
6984,2012,No
6985,2020,Yes
6986,2014,No
6987,2013,No
6988,2020,Yes
6989,2017,Yes
6990,2013,No
6991,2017,Yes
6992,2013,No
6993,2015,Yes
6994,2019,No
6995,2019,No
6996,2018,Yes
6997,2019,No
6998,2020,No
6999,2013,No
7000,2015,Yes
7001,2015,No
7002,2010,No
7003,2015,Yes
7004,2015,No
7005,2017,Yes
7006,2012,No
7007,2015,Yes
7008,2010,No
7009,2016,Yes
7010,2012,No
7011,2016,No
7012,2016,Yes
7013,2019,Yes
7014,2016,Yes
7015,2014,Yes
7016,2016,No
7017,2017,No
7018,2020,No
7019,2013,No
7020,2013,No
7021,2018,Yes
7022,2013,No
7023,2015,No
7024,2020,No
7025,2017,Yes
7026,2014,No
7027,2012,Yes
7028,2010,No
7029,2017,Yes
7030,2019,No
7031,2021,Yes
7032,2013,Yes
7033,2011,Yes
7034,2020,No
7035,2016,No
7036,2013,No
7037,2014,No
7038,2013,No
7039,2020,No
7040,2020,Yes
7041,2019,No
7042,2014,No
7043,2020,No
7044,2011,No
7045,2015,No
7046,2012,Yes
7047,2020,No
7048,2018,No
7049,2016,Yes
7050,2016,Yes
7051,2018,No
7052,2018,No
7053,2012,No
7054,2021,No
7055,2014,No
7056,2014,Yes
7057,2019,No
7058,2011,No
7059,2021,No
7060,2018,No
7061,2010,No
7062,2017,Yes
7063,2011,No
7064,2021,Yes
7065,2018,Yes
7066,2012,Yes
7067,2014,Yes
7068,2020,No
7069,2021,Yes
7070,2013,No
7071,2017,No
7072,2013,No
7073,2010,Yes
7074,2013,Yes
7075,2016,Yes
7076,2011,No
7077,2017,No
7078,2014,No
7079,2016,Yes
7080,2015,No
7081,2015,No
7082,2010,No
7083,2015,No
7084,2015,Yes
7085,2018,No
7086,2013,No
7087,2020,No
7088,2012,No
7089,2011,No
7090,2015,No
7091,2016,No
7092,2017,Yes
7093,2015,Yes
7094,2015,Yes
7095,2020,Yes
7096,2012,No
7097,2013,Yes
7098,2017,No
7099,2014,No
7100,2016,Yes
7101,2010,No
7102,2017,No
7103,2011,No
7104,2016,No
7105,2017,No
7106,2013,Yes
7107,2021,No
7108,2017,No
7109,2019,No
7110,2017,Yes
7111,2020,No
7112,2017,Yes
7113,2013,No
7114,2017,No
7115,2017,No
7116,2018,No
7117,2012,No
7118,2012,No
7119,2019,No
7120,2012,No
7121,2012,No
7122,2020,Yes
7123,2020,No
7124,2013,No
7125,2012,No
7126,2012,Yes
7127,2011,No
7128,2018,No
7129,2017,No
7130,2016,Yes
7131,2018,No
7132,2020,Yes
7133,2014,No
7134,2021,No
7135,2013,No
7136,2018,No
7137,2012,Yes
7138,2018,No
7139,2012,No
7140,2010,No
7141,2014,No
7142,2015,Yes
7143,2012,No
7144,2018,No
7145,2016,No
7146,2019,No
7147,2019,Yes
7148,2021,Yes
7149,2018,No
7150,2013,No
7151,2013,No
7152,2016,No
7153,2009,No
7154,2013,No
7155,2016,No
7156,2014,No
7157,2021,No
7158,2014,Yes
7159,2017,No
7160,2020,No
7161,2021,No
7162,2020,No
7163,2017,No
7164,2018,Yes
7165,2015,No
7166,2010,No
7167,2020,Yes
7168,2018,Yes
7169,2019,No
7170,2016,Yes
7171,2020,No
7172,2017,No
7173,2014,No
7174,2013,No
7175,2010,No
7176,2009,Yes
7177,2018,Yes
7178,2015,No
7179,2014,No
7180,2017,Yes
7181,2013,No
7182,2017,No
7183,2020,No
7184,2012,No
7185,2013,No
7186,2014,No
7187,2014,Yes
7188,2014,No
7189,2013,No
7190,2019,No
7191,2012,No
7192,2014,No
7193,2012,No
7194,2018,Yes
7195,2020,No
7196,2020,Yes
7197,2018,Yes
7198,2012,No
7199,2020,No
7200,2015,Yes
7201,2019,No
7202,2015,Yes
7203,2020,Yes
7204,2013,No
7205,2020,No
7206,2016,Yes
7207,2010,Yes
7208,2018,Yes
7209,2020,No
7210,2014,No
7211,2016,Yes
7212,2015,Yes
7213,2016,No
7214,2011,No
7215,2011,No
7216,2013,No
7217,2018,No
7218,2011,No
7219,2014,No
7220,2014,No
7221,2011,Yes
7222,2018,No
7223,2013,Yes
7224,2018,No
7225,2019,No
7226,2021,Yes
7227,2014,No
7228,2019,No
7229,2016,No
7230,2019,No
7231,2014,Yes
7232,2013,No
7233,2020,Yes
7234,2017,No
7235,2014,No
7236,2017,No
7237,2017,No
7238,2015,Yes
7239,2016,No
7240,2009,No
7241,2013,No
7242,2019,No
7243,2010,No
7244,2016,No
7245,2018,No
7246,2019,No
7247,2020,No
7248,2014,Yes
7249,2015,No
7250,2016,No
7251,2012,Yes
7252,2020,Yes
7253,2016,Yes
7254,2017,Yes
7255,2020,No
7256,2014,Yes
7257,2013,Yes
7258,2012,Yes
7259,2016,No
7260,2014,No
7261,2010,No
7262,2018,Yes
7263,2020,Yes
7264,2014,No
7265,2012,No
7266,2014,No
7267,2014,Yes
7268,2020,Yes
7269,2014,Yes
7270,2013,No
7271,2017,No
7272,2015,No
7273,2018,Yes
7274,2016,No
7275,2013,No
7276,2013,Yes
7277,2016,No
7278,2017,No
7279,2020,Yes
7280,2010,Yes
7281,2018,No
7282,2018,No
7283,2014,No
7284,2018,Yes
7285,2020,Yes
7286,2015,No
7287,2018,Yes
7288,2020,No
7289,2010,Yes
7290,2013,No
7291,2014,No
7292,2015,No
7293,2018,Yes
7294,2015,No
7295,2012,No
7296,2013,No
7297,2016,No
7298,2016,No
7299,2020,Yes
7300,2020,No
7301,2011,No
7302,2011,Yes
7303,2020,No
7304,2012,No
7305,2010,Yes
7306,2017,Yes
7307,2021,No
7308,2017,No
7309,2017,No
7310,2013,No
7311,2013,No
7312,2014,No
7313,2016,No
7314,2013,No
7315,2019,Yes
7316,2018,Yes
7317,2021,No
7318,2018,No
7319,2011,Yes
7320,2013,No
7321,2017,No
7322,2012,No
7323,2018,Yes
7324,2016,No
7325,2016,Yes
7326,2017,No
7327,2011,No
7328,2014,No
7329,2017,No
7330,2019,Yes
7331,2018,No
7332,2017,Yes
7333,2015,No
7334,2019,No
7335,2019,No
7336,2012,No
7337,2016,No
7338,2010,Yes
7339,2013,No
7340,2018,Yes
7341,2016,No
7342,2019,Yes
7343,2015,No
7344,2017,No
7345,2011,No
7346,2012,Yes
7347,2013,No
7348,2021,Yes
7349,2016,No
7350,2011,Yes
7351,2014,Yes
7352,2015,No
7353,2015,No
7354,2019,No
7355,2012,Yes
7356,2019,Yes
7357,2020,Yes
7358,2020,No
7359,2020,No
7360,2014,No
7361,2013,No
7362,2020,No
7363,2020,Yes
7364,2019,Yes
7365,2014,No
7366,2019,No
7367,2015,No
7368,2013,No
7369,2020,No
7370,2014,No
7371,2019,Yes
7372,2010,Yes
7373,2020,Yes
7374,2011,No
7375,2014,No
7376,2018,No
7377,2010,No
7378,2011,Yes
7379,2012,No
7380,2015,No
7381,2017,Yes
7382,2020,No
7383,2013,No
7384,2019,No
7385,2019,No
7386,2010,No
7387,2013,No
7388,2010,No
7389,2013,No
7390,2011,No
7391,2015,No
7392,2015,Yes
7393,2021,Yes
7394,2016,No
7395,2020,No
7396,2013,No
7397,2020,No
7398,2014,No
7399,2018,Yes
7400,2017,Yes
7401,2012,No
7402,2012,No
7403,2012,Yes
7404,2017,No
7405,2015,Yes
7406,2016,No
7407,2020,Yes
7408,2011,Yes
7409,2010,No
7410,2020,No
7411,2016,No
7412,2014,No
7413,2021,Yes
7414,2012,Yes
7415,2010,Yes
7416,2011,No
7417,2012,Yes
7418,2014,No
7419,2017,No
7420,2018,No
7421,2016,No
7422,2012,No
7423,2011,No
7424,2012,No
7425,2011,No
7426,2013,No
7427,2017,Yes
7428,2020,Yes
7429,2017,No
7430,2017,No
7431,2021,No
7432,2020,No
7433,2015,No
7434,2014,Yes
7435,2010,No
7436,2019,Yes
7437,2017,No
7438,2017,No
7439,2014,No
7440,2010,Yes
7441,2019,No
7442,2017,No
7443,2020,Yes
7444,2021,No
7445,2020,No
7446,2010,No
7447,2017,Yes
7448,2019,No
7449,2020,No
7450,2018,Yes
7451,2019,No
7452,2020,No
7453,2021,No
7454,2016,No
7455,2013,No
7456,2020,Yes
7457,2015,No
7458,2013,No
7459,2010,No
7460,2011,No
7461,2018,No
7462,2017,No
7463,2021,No
7464,2011,No
7465,2017,Yes
7466,2012,No
7467,2015,No
7468,2014,No
7469,2015,No
7470,2012,No
7471,2011,Yes
7472,2018,No
7473,2018,No
7474,2020,No
7475,2012,No
7476,2012,No
7477,2017,No
7478,2014,No
7479,2014,No
7480,2013,No
7481,2013,No
7482,2009,No
7483,2017,No
7484,2015,No
7485,2016,Yes
7486,2014,No
7487,2014,No
7488,2014,Yes
7489,2019,Yes
7490,2017,No
7491,2018,No
7492,2018,No
7493,2020,No
7494,2010,No
7495,2014,No
7496,2018,Yes
7497,2012,No
7498,2012,Yes
7499,2020,No
7500,2018,No
7501,2016,Yes
7502,2012,Yes
7503,2012,No
7504,2017,No
7505,2013,Yes
7506,2011,Yes
7507,2012,No
7508,2017,No
7509,2020,No
7510,2010,No
7511,2011,Yes
7512,2010,No
7513,2015,No
7514,2015,Yes
7515,2009,No
7516,2016,No
7517,2014,No
7518,2013,No
7519,2012,Yes
7520,2018,No
7521,2020,No
7522,2010,Yes
7523,2014,No
7524,2020,No
7525,2011,No
7526,2011,Yes
7527,2017,Yes
7528,2011,No
7529,2019,No
7530,2016,No
7531,2019,No
7532,2010,Yes
7533,2018,No
7534,2020,Yes
7535,2020,No
7536,2015,No
7537,2014,No
7538,2017,Yes
7539,2018,Yes
7540,2014,Yes
7541,2017,Yes
7542,2016,Yes
7543,2013,No
7544,2016,No
7545,2011,No
7546,2011,No
7547,2012,No
7548,2011,No
7549,2015,Yes
7550,2014,Yes
7551,2020,No
7552,2016,No
7553,2021,Yes
7554,2016,No
7555,2020,No
7556,2011,No
7557,2018,Yes
7558,2017,No
7559,2018,Yes
7560,2013,Yes
7561,2015,No
7562,2013,Yes
7563,2017,No
7564,2017,No
7565,2015,No
7566,2017,No
7567,2011,No
7568,None,No
7569,2019,No
7570,2019,No
7571,2020,No
7572,2011,No
7573,2016,No
7574,2017,No
7575,2018,No
7576,2016,No
7577,2013,Yes
7578,2018,No
7579,2010,Yes
7580,2020,No
7581,2017,No
7582,2019,No
7583,2011,No
7584,2013,No
7585,2012,No
7586,2020,No
7587,2014,No
7588,2017,No
7589,2017,No
7590,2016,No
7591,2017,No
7592,2020,No
7593,2017,No
7594,2020,Yes
7595,2020,No
7596,2015,No
7597,2019,No
7598,2014,Yes
7599,2012,No
7600,2010,No
7601,2014,Yes
7602,2017,No
7603,2012,Yes
7604,2018,No
7605,2015,No
7606,2012,No
7607,2012,No
7608,2012,No
7609,2013,No
7610,2012,No
7611,2018,No
7612,2015,Yes
7613,2020,No
7614,2020,Yes
7615,2017,Yes
7616,2015,No
7617,2014,Yes
7618,2014,No
7619,2013,No
7620,2020,Yes
7621,2012,No
7622,2020,Yes
7623,2012,No
7624,2019,Yes
7625,2014,No
7626,2019,Yes
7627,2020,No
7628,2016,No
7629,2014,No
7630,2016,Yes
7631,2013,Yes
7632,2012,No
7633,2020,No
7634,2013,No
7635,2013,Yes
7636,2020,No
7637,2014,No
7638,2015,Yes
7639,2021,No
7640,2018,No
7641,2015,No
7642,2016,No
7643,2018,No
7644,2016,No
7645,2020,No
7646,2019,No
7647,2021,Yes
7648,2017,No
7649,2017,Yes
7650,2021,No
7651,2011,No
7652,2015,No
7653,2020,No
7654,2020,No
7655,2014,Yes
7656,2015,No
7657,2020,No
7658,2020,No
7659,2012,No
7660,2011,No
7661,2018,Yes
7662,2011,Yes
7663,2015,Yes
7664,2016,No
7665,2013,No
7666,2018,No
7667,2018,No
7668,2019,No
7669,2020,Yes
7670,2014,No
7671,2013,No
7672,2019,No
7673,2021,No
7674,2018,No
7675,2017,Yes
7676,2021,No
7677,2013,Yes
7678,2018,No
7679,2019,No
7680,2016,No
7681,2017,No
7682,2014,Yes
7683,2016,No
7684,2015,No
7685,2018,No
7686,2020,No
7687,2019,Yes
7688,2017,No
7689,2014,No
7690,2020,No
7691,2017,Yes
7692,2015,No
7693,2015,No
7694,2011,No
7695,2012,No
7696,2015,No
7697,2017,No
7698,2016,No
7699,2019,No
7700,2020,Yes
7701,2020,Yes
7702,2019,No
7703,2015,No
7704,2015,Yes
7705,2019,Yes
7706,2017,Yes
7707,2015,No
7708,2013,Yes
7709,2016,No
7710,2017,No
7711,2012,No
7712,2010,No
7713,2018,No
7714,2018,No
7715,2018,No
7716,2011,No
7717,2014,No
7718,2019,No
7719,2018,No
7720,2016,No
7721,2012,No
7722,2018,Yes
7723,2020,Yes
7724,2019,No
7725,2020,No
7726,2020,No
7727,2013,No
7728,2020,No
7729,2017,No
7730,2018,No
7731,2017,No
7732,2013,No
7733,2016,No
7734,2011,No
7735,2018,No
7736,2016,Yes
7737,2013,No
7738,2011,No
7739,2018,No
7740,2012,No
7741,2020,No
7742,2019,No
7743,2020,No
7744,2014,No
7745,2011,No
7746,2011,No
7747,2015,No
7748,2021,No
7749,2020,Yes
7750,2013,No
7751,2017,No
7752,2017,No
7753,2018,Yes
7754,2009,Yes
7755,2009,No
7756,2016,Yes
7757,2015,No
7758,2019,No
7759,2016,No
7760,2014,Yes
7761,2016,Yes
7762,2020,Yes
7763,2020,No
7764,2010,Yes
7765,2020,Yes
7766,2013,No
7767,2021,No
7768,2010,No
7769,2020,Yes
7770,2011,No
7771,2017,Yes
7772,2016,No
7773,2012,No
7774,2018,Yes
7775,2019,No
7776,2013,No
7777,2019,No
7778,2014,Yes
7779,2018,Yes
7780,2016,No
7781,2017,No
7782,2020,No
7783,2015,No
7784,2020,Yes
7785,2012,No
7786,2016,No
7787,2018,No
7788,2013,No
7789,2019,No
7790,2018,No
7791,2015,No
7792,2013,No
7793,2011,Yes
7794,2013,No
7795,2013,No
7796,2014,No
7797,2016,No
7798,2014,Yes
7799,2011,No
7800,2020,No
7801,2012,No
7802,2012,No
7803,2013,No
7804,2012,Yes
7805,2012,No
7806,2019,No
7807,2020,No
7808,2013,No
7809,2020,No
7810,2018,No
7811,2013,No
7812,2017,No
7813,2016,Yes
7814,2013,No
7815,2014,No
7816,2016,No
7817,2013,No
7818,2010,No
7819,2020,No
7820,2020,Yes
7821,2020,No
7822,2013,No
7823,2018,No
7824,2016,No
7825,2014,Yes
7826,2016,Yes
7827,2016,No
7828,2013,No
7829,2017,No
7830,2020,No
7831,2011,No
7832,2011,No
7833,2017,No
7834,2014,Yes
7835,2017,No
7836,2013,Yes
7837,2019,No
7838,2020,Yes
7839,2017,No
7840,2020,Yes
7841,2011,No
7842,2014,No
7843,2018,No
7844,2021,No
7845,2017,No
7846,2011,No
7847,None,No
7848,2011,Yes
7849,2015,No
7850,2017,No
7851,2016,Yes
7852,2012,No
7853,2012,No
7854,2011,Yes
7855,2014,No
7856,2012,No
7857,2020,No
7858,2017,Yes
7859,2013,No
7860,2013,Yes
7861,2020,No
7862,2016,No
7863,2014,No
7864,2012,No
7865,2017,No
7866,2021,Yes
7867,2017,No
7868,2018,No
7869,2012,No
7870,2013,No
7871,2013,No
7872,2015,No
7873,2020,No
7874,2020,Yes
7875,2015,Yes
7876,2015,No
7877,2017,No
7878,2020,Yes
7879,2014,No
7880,2021,No
7881,2017,No
7882,2018,Yes
7883,2018,Yes
7884,2013,No
7885,2012,No
7886,2013,No
7887,2011,No
7888,2021,Yes
7889,2012,No
7890,2018,Yes
7891,2015,No
7892,None,No
7893,2011,Yes
7894,2012,Yes
7895,2011,No
7896,2013,No
7897,2016,Yes
7898,2020,No
7899,2021,Yes
7900,2011,No
7901,2020,No
7902,2010,No
7903,2012,Yes
7904,2013,No
7905,2018,No
7906,2012,No
7907,2017,No
7908,2017,No
7909,2017,No
7910,2015,No
7911,2017,Yes
7912,2011,Yes
7913,2013,No
7914,2010,No
7915,2011,No
7916,2020,No
7917,2016,No
7918,2014,Yes
7919,2016,Yes
7920,2019,No
7921,2014,Yes
7922,2015,No
7923,2020,No
7924,2012,No
7925,2015,No
7926,2013,Yes
7927,2017,No
7928,2017,Yes
7929,2009,No
7930,2013,No
7931,2018,Yes
7932,2017,Yes
7933,2014,Yes
7934,2019,Yes
7935,2014,No
7936,2017,No
7937,2018,No
7938,2013,No
7939,2016,No
7940,2020,No
7941,2018,No
7942,2019,Yes
7943,2020,No
7944,2018,Yes
7945,2015,No
7946,2012,No
7947,2016,No
7948,2015,Yes
7949,2014,No
7950,2014,No
7951,2020,No
7952,2018,No
7953,2010,Yes
7954,2011,Yes
7955,2015,No
7956,2015,Yes
7957,2010,No
7958,2021,No
7959,2016,Yes
7960,2016,No
7961,2015,No
7962,2020,Yes
7963,2020,No
7964,2021,Yes
7965,2013,No
7966,2011,No
7967,2018,No
7968,2011,Yes
7969,2018,No
7970,2018,Yes
7971,2011,No
7972,2020,No
7973,2014,No
7974,2019,No
7975,2015,Yes
7976,2011,No
7977,2013,No
7978,2015,No
7979,2015,No
7980,2017,No
7981,2011,No
7982,2017,No
7983,2013,No
7984,2012,No
7985,2018,Yes
7986,2017,No
7987,2016,No
7988,2014,No
7989,2014,No
7990,2013,No
7991,2015,No
7992,2012,Yes
7993,2016,No
7994,2013,No
7995,2016,No
7996,2012,No
7997,2018,No
7998,2018,Yes
7999,2013,No
8000,2019,No
8001,2013,Yes
8002,2020,No
8003,2019,No
8004,2020,No
8005,2015,No
8006,2012,No
8007,2020,Yes
8008,2016,No
8009,2013,No
8010,2017,Yes
8011,2020,No
8012,2016,No
8013,2012,No
8014,2010,Yes
8015,2017,No
8016,2013,No
8017,2019,No
8018,2015,No
8019,2020,No
8020,2014,Yes
8021,2017,No
8022,2010,Yes
8023,2012,Yes
8024,2010,Yes
8025,2017,No
8026,2018,No
8027,2019,Yes
8028,2012,No
8029,2012,No
8030,2015,Yes
8031,2016,No
8032,2014,No
8033,2019,No
8034,2010,No
8035,2019,Yes
8036,2021,Yes
8037,2018,No
8038,2017,Yes
8039,2014,No
8040,2018,No
8041,2020,No
8042,2018,Yes
8043,2012,No
8044,2017,No
8045,2014,Yes
8046,2020,No
8047,2017,No
8048,2018,No
8049,2019,Yes
8050,2018,No
8051,2012,No
8052,2016,No
8053,2018,Yes
8054,2013,No
8055,2017,No
8056,2013,No
8057,2012,Yes
8058,2013,No
8059,2019,No
8060,2019,No
8061,2012,No
8062,2018,No
8063,2019,No
8064,2018,No
8065,2019,No
8066,2015,No
8067,2014,No
8068,2019,Yes
8069,2011,No
8070,2015,No
8071,2016,No
8072,2016,No
8073,2015,No
8074,2015,Yes
8075,2016,No
8076,2019,Yes
8077,2016,No
8078,2012,Yes
8079,2010,No
8080,2018,No
8081,2014,No
8082,2014,No
8083,2011,No
8084,2020,No
8085,2014,No
8086,2019,Yes
8087,2017,No
8088,2009,Yes
8089,2011,Yes
8090,2015,No
8091,2016,No
8092,2017,No
8093,2012,Yes
8094,2011,No
8095,2013,No
8096,2018,No
8097,2012,No
8098,2020,No
8099,2014,No
8100,2018,No
8101,2020,No
8102,2019,No
8103,2011,Yes
8104,2014,Yes
8105,2016,Yes
8106,2013,No
8107,2014,No
8108,2015,No
8109,2018,No
8110,2020,Yes
8111,2017,No
8112,2017,No
8113,2011,Yes
8114,2017,No
8115,2017,No
8116,2021,No
8117,2019,No
8118,2010,Yes
8119,2012,No
8120,2016,No
8121,2013,No
8122,2018,Yes
8123,2013,No
8124,2017,No
8125,2018,No
8126,2020,Yes
8127,2019,Yes
8128,2018,No
8129,2019,Yes
8130,2019,Yes
8131,2016,No
8132,2015,No
8133,2021,Yes
8134,2015,Yes
8135,2016,No
8136,2013,No
8137,2014,No
8138,2013,No
8139,2018,No
8140,2019,Yes
8141,2017,Yes
8142,2018,No
8143,2015,Yes
8144,2020,Yes
8145,2010,No
8146,2019,No
8147,2019,No
8148,2020,No
8149,2020,Yes
8150,2014,No
8151,2011,No
8152,2013,No
8153,2012,No
8154,2019,No
8155,2018,No
8156,2009,No
8157,2012,No
8158,2015,Yes
8159,2012,Yes
8160,2017,No
8161,2014,Yes
8162,2018,No
8163,2016,No
8164,2013,No
8165,2018,Yes
8166,2012,No
8167,2020,No
8168,2020,Yes
8169,2013,No
8170,2011,No
8171,2012,No
8172,2014,No
8173,2020,No
8174,2011,No
8175,2018,Yes
8176,2016,No
8177,2019,Yes
8178,2017,No
8179,2015,No
8180,2018,No
8181,2015,No
8182,2019,No
8183,2013,Yes
8184,2011,No
8185,2019,No
8186,2014,No
8187,2015,No
8188,2014,Yes
8189,2013,No
8190,2018,Yes
8191,2016,Yes
8192,2014,Yes
8193,2020,No
8194,2013,No
8195,2013,No
8196,2015,No
8197,2014,No
8198,2010,No
8199,2019,Yes
8200,2010,No
8201,2013,Yes
8202,2020,Yes
8203,2018,No
8204,2014,No
8205,2015,No
8206,2019,No
8207,2019,No
8208,2018,Yes
8209,2017,Yes
8210,2018,No
8211,2013,Yes
8212,2019,Yes
8213,2020,No
8214,2012,No
8215,2010,No
8216,2013,No
8217,2020,No
8218,2014,No
8219,2020,No
8220,2012,Yes
8221,2020,No
8222,2020,No
8223,2013,Yes
8224,2018,No
8225,2018,No
8226,2013,No
8227,2013,No
8228,2011,No
8229,2019,Yes
8230,2012,No
8231,2015,Yes
8232,2018,No
8233,2020,Yes
8234,2020,Yes
8235,2017,No
8236,2014,No
8237,2020,No
8238,2012,No
8239,2011,No
8240,2021,No
8241,2019,No
8242,2019,No
8243,2011,No
8244,2018,Yes
8245,2015,No
8246,2015,No
8247,2015,No
8248,2013,No
8249,2020,No
8250,2015,Yes
8251,2010,Yes
8252,2020,No
8253,2015,No
8254,2014,Yes
8255,2016,No
8256,2020,No
8257,2011,No
8258,2012,No
8259,2015,No
8260,2012,No
8261,2014,No
8262,2019,No
8263,2014,No
8264,2011,No
8265,2012,No
