,year,on spotify?
3377,2020,No
3378,2020,No
3379,2020,No
3380,2011,Yes
3381,2018,No
3382,2016,No
3383,2018,No
3384,2011,No
3385,2011,No
3386,2017,No
3387,2013,No
3388,2018,No
3389,2010,No
3390,2020,Yes
3391,2017,No
3392,2012,Yes
3393,2019,No
3394,2016,No
3395,2014,No
3396,2019,Yes
3397,2019,No
3398,2013,No
3399,2014,No
3400,2015,Yes
3401,2015,No
3402,2011,Yes
3403,2015,No
3404,2020,No
3405,2020,Yes
3406,2011,No
3407,2019,No
3408,2013,No
3409,2018,No
3410,2017,No
3411,2010,No
3412,2012,Yes
3413,2018,Yes
3414,2018,No
3415,2014,Yes
3416,2019,Yes
3417,2020,Yes
3418,2018,No
3419,2014,No
3420,2016,No
3421,2014,Yes
3422,2015,No
3423,2018,No
3424,2011,Yes
3425,2017,No
3426,2011,No
3427,2020,No
3428,2016,No
3429,2017,No
3430,2017,Yes
3431,2020,No
3432,2016,Yes
3433,2021,Yes
3434,2019,Yes
3435,2017,No
3436,2020,No
3437,2018,Yes
3438,2017,No
3439,2015,No
3440,2014,Yes
3441,2015,No
3442,2013,No
3443,2011,No
3444,2016,No
3445,2021,No
3446,2016,No
3447,2016,No
3448,2012,No
3449,2012,Yes
3450,2016,No
3451,2016,No
3452,2017,No
3453,2015,No
3454,2015,No
3455,2012,Yes
3456,2018,No
3457,2011,No
3458,2021,No
3459,2017,No
3460,2019,Yes
3461,2017,No
3462,2020,Yes
3463,2009,No
3464,2012,No
3465,2019,No
3466,2020,No
3467,2016,Yes
3468,2015,Yes
3469,2017,No
3470,2016,No
3471,2017,Yes
3472,2020,No
3473,2016,No
3474,2016,No
3475,2011,No
3476,2019,No
3477,2012,No
3478,2020,No
3479,2017,No
3480,2021,No
3481,2019,Yes
3482,2016,No
3483,2017,Yes
3484,2016,No
3485,2020,No
3486,2013,No
3487,2012,No
3488,2016,No
3489,2020,No
3490,2018,Yes
3491,2011,No
3492,2017,No
3493,2017,Yes
3494,2018,No
3495,2012,No
3496,2012,No
3497,2019,No
3498,2016,No
3499,2012,Yes
3500,2019,No
3501,2020,No
3502,2013,No
3503,2018,No
3504,2014,Yes
3505,2014,No
3506,2011,No
3507,2017,No
3508,2020,No
3509,2020,No
3510,2010,No
3511,2020,No
3512,2016,No
3513,2019,No
3514,2020,No
3515,2012,No
3516,2009,No
3517,2012,No
3518,2016,Yes
3519,2021,No
3520,2015,No
3521,2014,No
3522,2020,No
3523,2010,No
3524,2014,No
3525,2017,Yes
3526,2014,Yes
3527,2016,Yes
3528,2015,Yes
3529,2016,No
3530,2019,Yes
3531,2019,No
3532,2019,No
3533,2020,Yes
3534,2017,Yes
3535,2016,Yes
3536,2011,Yes
3537,2018,No
3538,2014,No
3539,2019,Yes
3540,2017,No
3541,2019,Yes
3542,2020,Yes
3543,2013,No
3544,2014,No
3545,2012,Yes
3546,2020,Yes
3547,2020,Yes
3548,2017,No
3549,2020,No
3550,2019,No
3551,2016,No
3552,2013,No
3553,2014,No
3554,2011,Yes
3555,2013,No
3556,2011,No
3557,2015,No
3558,2015,No
3559,2020,Yes
3560,2009,No
3561,2018,No
3562,2012,Yes
3563,2021,Yes
3564,2015,No
3565,2014,Yes
3566,2019,No
3567,2020,Yes
3568,2014,Yes
3569,2016,No
3570,2020,No
3571,2020,Yes
3572,2012,Yes
3573,2020,No
3574,2010,No
3575,2016,No
3576,2019,Yes
3577,2012,No
3578,2012,No
3579,2019,No
3580,2016,No
3581,2015,No
3582,2016,No
3583,2015,No
3584,2013,No
3585,2014,No
3586,2016,No
3587,2020,Yes
3588,2018,No
3589,2017,No
3590,2010,No
3591,2018,Yes
3592,2020,No
3593,2016,No
3594,2020,No
3595,2020,Yes
3596,2012,No
3597,2010,Yes
3598,2015,No
3599,2016,Yes
3600,2020,No
3601,2019,Yes
3602,2014,No
3603,2012,No
3604,2021,Yes
3605,2014,No
3606,2019,Yes
3607,2020,Yes
3608,2009,Yes
3609,2019,No
3610,2012,No
3611,2020,No
3612,2019,No
3613,2012,No
3614,2018,No
3615,2015,No
3616,2019,Yes
3617,2017,Yes
3618,2021,No
3619,2011,Yes
3620,2020,Yes
3621,2020,No
3622,2018,Yes
3623,2016,No
3624,2018,Yes
3625,2017,No
3626,2017,Yes
3627,2012,No
3628,2018,Yes
3629,2020,No
3630,2020,No
3631,2020,Yes
3632,2016,No
3633,2017,No
3634,2012,No
3635,2011,Yes
3636,2018,No
3637,2018,No
3638,2016,Yes
3639,2012,No
3640,2019,No
3641,2019,No
3642,2020,No
3643,2021,Yes
3644,2014,No
3645,2018,No
3646,2019,Yes
3647,2011,No
3648,2016,No
3649,2011,No
3650,2021,No
3651,2015,No
3652,2010,No
3653,2014,No
3654,2016,No
3655,2014,No
3656,2011,No
3657,2016,No
3658,2016,No
3659,2015,Yes
3660,2012,Yes
3661,2014,No
3662,2020,No
3663,2014,No
3664,2018,Yes
3665,2019,No
3666,2018,No
3667,2014,No
3668,2017,No
3669,2013,No
3670,2020,No
3671,2016,No
3672,2016,No
3673,2012,No
3674,2017,No
3675,2012,No
3676,2011,Yes
3677,2013,No
3678,2014,No
3679,2017,Yes
3680,2019,No
3681,2020,Yes
3682,2018,No
3683,2015,No
3684,2011,No
3685,2010,Yes
3686,2014,No
3687,2020,No
3688,2015,No
3689,2014,Yes
3690,2013,No
3691,2010,No
3692,2016,Yes
3693,2011,Yes
3694,2011,No
3695,2014,No
3696,2016,No
3697,2018,No
3698,2011,No
3699,2017,No
3700,2019,Yes
3701,2020,Yes
3702,2018,No
3703,2014,No
3704,2014,No
3705,2020,No
3706,2016,Yes
3707,2016,No
3708,2016,Yes
3709,2014,No
3710,2017,No
3711,2016,No
3712,2015,Yes
3713,2012,No
3714,2012,No
3715,2013,No
3716,2014,No
3717,2018,Yes
3718,2020,Yes
3719,2017,No
3720,2017,No
3721,2020,No
3722,2016,Yes
3723,2017,No
3724,2011,No
3725,2019,No
3726,2015,No
3727,2014,Yes
3728,2014,No
3729,2015,Yes
3730,2017,No
3731,2018,No
3732,2016,No
3733,2021,No
3734,2018,No
3735,2011,No
3736,2015,No
3737,2018,Yes
3738,2020,No
3739,2019,Yes
3740,2014,Yes
3741,None,No
3742,2018,Yes
3743,2017,No
3744,2012,No
3745,2012,No
3746,2016,No
3747,2011,Yes
3748,2017,Yes
3749,2013,No
3750,2020,No
3751,2018,No
3752,2016,No
3753,2014,No
3754,2020,Yes
3755,2011,Yes
3756,2017,No
3757,2018,No
3758,2018,No
3759,2014,No
3760,2018,No
3761,2014,Yes
3762,2014,Yes
3763,2017,Yes
3764,2020,No
3765,2012,No
3766,2017,Yes
3767,2017,No
3768,2013,No
3769,2015,No
3770,2015,Yes
3771,2019,Yes
3772,2017,Yes
3773,2014,Yes
3774,2015,No
3775,2010,No
3776,2010,No
3777,2015,No
3778,2016,No
3779,2019,No
3780,2021,Yes
3781,2018,No
3782,2016,Yes
3783,2014,Yes
3784,2014,No
3785,2019,Yes
3786,2021,Yes
3787,2020,No
3788,2010,No
3789,2020,Yes
3790,2017,No
3791,2021,No
3792,2013,No
3793,2014,No
3794,2016,No
3795,2014,No
3796,2015,Yes
3797,2015,No
3798,2013,No
3799,2014,No
3800,2020,No
3801,2014,Yes
3802,2021,No
3803,2020,No
3804,2015,No
3805,2010,No
3806,2017,No
3807,2020,No
3808,2013,No
3809,2020,No
3810,2012,No
3811,2012,No
3812,2012,No
3813,2018,No
3814,2008,No
3815,2016,No
3816,2015,Yes
3817,2016,No
3818,2011,No
3819,2016,Yes
3820,2019,No
3821,2011,No
3822,2019,No
3823,2012,No
3824,2020,No
3825,2018,No
3826,2016,No
3827,2015,No
3828,2017,No
3829,2019,Yes
3830,2016,No
3831,2015,No
3832,2014,Yes
3833,2013,No
3834,2016,Yes
3835,2020,No
3836,2012,No
3837,2016,Yes
3838,2018,Yes
3839,2012,No
3840,2013,No
3841,2013,No
3842,2020,Yes
3843,2017,Yes
3844,2014,No
3845,2018,Yes
3846,2016,No
3847,2018,No
3848,2016,No
3849,2017,No
3850,2014,Yes
3851,2016,No
3852,2014,No
3853,2020,Yes
3854,2020,No
3855,2016,No
3856,2020,No
3857,2011,No
3858,2016,No
3859,2011,No
3860,2011,No
3861,2017,No
3862,2018,No
3863,2010,No
3864,2019,No
3865,2018,No
3866,2016,Yes
3867,2012,No
3868,2019,Yes
3869,2020,No
3870,2015,No
3871,2019,No
3872,2016,Yes
3873,2014,Yes
3874,2018,Yes
3875,2014,No
3876,2017,No
3877,2016,No
3878,2019,Yes
3879,2015,No
3880,2013,No
3881,2018,No
3882,2017,No
3883,2014,Yes
3884,2015,Yes
3885,2018,No
3886,2014,No
3887,2019,No
3888,2015,No
3889,2019,No
3890,2015,No
3891,2019,No
3892,2020,No
3893,2018,No
3894,2019,Yes
3895,2011,No
3896,2015,No
3897,2020,No
3898,2011,No
3899,2020,No
3900,2013,No
3901,2013,No
3902,2013,No
3903,2013,Yes
3904,2015,No
3905,2014,No
3906,2018,No
3907,2019,No
3908,2013,No
3909,2017,Yes
3910,2011,No
3911,2013,Yes
3912,2017,Yes
3913,2016,No
3914,2018,No
3915,2018,Yes
3916,2020,Yes
3917,2016,No
3918,2020,Yes
3919,2015,Yes
3920,2012,No
3921,2015,Yes
3922,2011,No
3923,2017,No
3924,2015,No
3925,2014,Yes
3926,2020,No
3927,2011,Yes
3928,2017,No
3929,2013,No
3930,2015,No
3931,2014,No
3932,2013,No
3933,2017,Yes
3934,2013,No
3935,2014,Yes
3936,2013,Yes
3937,2010,No
3938,2020,Yes
3939,2015,No
3940,2014,No
3941,2014,No
3942,2017,No
3943,2019,No
3944,2016,No
3945,2012,Yes
3946,2012,No
3947,2012,Yes
3948,2020,No
3949,2011,Yes
3950,2012,No
3951,2013,Yes
3952,2013,Yes
3953,2014,Yes
3954,2013,No
3955,2014,No
3956,2010,Yes
3957,2011,Yes
3958,2011,No
3959,2021,No
3960,2020,No
3961,2020,Yes
3962,2014,Yes
3963,2013,Yes
3964,2020,No
3965,2017,Yes
3966,2017,No
3967,2016,No
3968,2015,No
3969,2020,No
3970,2012,No
3971,2015,No
3972,2015,No
3973,2015,No
3974,2017,No
3975,2014,No
3976,2020,Yes
3977,2012,No
3978,2017,No
3979,2018,No
3980,2020,Yes
3981,2016,Yes
3982,2019,Yes
3983,2012,No
3984,2020,No
3985,2015,No
3986,2014,No
3987,2013,No
3988,2018,No
3989,2012,No
3990,2015,Yes
3991,2019,No
3992,2013,Yes
3993,2017,No
3994,2011,Yes
3995,2011,Yes
3996,2012,No
3997,2018,No
3998,2017,No
3999,2021,No
4000,2018,No
4001,2018,No
4002,2012,No
4003,2012,Yes
4004,2020,No
4005,2009,Yes
4006,2019,Yes
4007,2016,No
4008,2012,Yes
4009,2015,No
4010,2020,Yes
4011,2012,Yes
4012,2018,No
4013,2012,No
4014,2021,No
4015,2013,Yes
4016,2011,Yes
4017,2016,Yes
4018,2013,No
4019,2012,No
4020,2013,No
4021,2018,No
4022,2020,No
4023,2020,No
4024,2014,No
4025,2017,No
4026,2016,Yes
4027,2009,No
4028,2018,No
4029,2016,No
4030,2013,No
4031,2014,No
4032,2020,Yes
4033,2014,Yes
4034,2017,No
4035,2019,Yes
4036,2011,No
4037,2015,No
4038,2015,No
4039,2014,No
4040,2020,Yes
4041,2018,Yes
4042,2019,No
4043,2020,Yes
4044,2012,No
4045,2019,Yes
4046,2019,No
4047,2018,No
4048,2020,No
4049,2015,No
4050,2012,No
4051,2019,Yes
4052,2011,No
4053,2016,No
4054,2011,No
4055,2015,No
4056,2014,No
4057,2020,Yes
4058,2018,No
4059,2014,No
4060,2021,Yes
4061,2017,Yes
4062,2014,No
4063,2016,Yes
4064,2013,Yes
4065,2011,Yes
4066,2010,No
4067,2012,No
4068,2014,No
4069,2020,Yes
4070,2017,Yes
4071,2017,Yes
4072,2012,No
4073,2020,No
4074,2017,No
4075,2016,No
4076,2016,No
4077,2012,No
4078,2020,No
4079,2019,No
4080,2014,Yes
4081,2020,No
4082,2015,No
4083,2016,No
4084,2011,Yes
4085,2011,No
4086,2015,No
4087,2013,Yes
4088,2012,No
4089,2018,Yes
4090,2017,No
4091,2019,Yes
4092,2018,No
4093,2016,No
4094,2014,No
4095,2017,No
4096,2013,Yes
4097,2017,No
4098,2014,No
4099,2013,Yes
4100,2021,Yes
4101,2020,No
4102,2020,No
4103,2019,Yes
4104,2013,No
4105,2015,Yes
4106,2011,No
4107,2010,No
4108,2016,No
4109,2021,Yes
4110,2020,No
4111,2019,No
4112,2013,No
4113,2012,No
4114,2018,No
4115,2016,Yes
4116,2019,No
4117,2012,No
4118,2021,Yes
4119,2020,No
4120,2011,Yes
4121,2014,No
4122,2020,No
4123,2018,No
4124,2013,No
4125,2014,Yes
4126,2016,No
4127,2019,No
4128,2011,Yes
4129,2020,No
4130,2017,No
4131,2015,No
4132,2012,No
4133,2016,Yes
4134,2013,No
4135,2014,Yes
4136,2012,Yes
4137,2019,No
4138,2020,Yes
4139,2017,Yes
4140,2017,Yes
4141,2016,No
4142,2010,Yes
4143,2012,No
4144,2013,No
4145,2011,No
4146,2020,Yes
4147,2017,Yes
4148,2019,No
4149,2016,No
4150,2014,No
4151,2014,No
4152,2012,No
4153,2014,No
4154,2020,No
4155,2012,Yes
4156,2015,No
4157,2013,Yes
4158,2013,No
4159,2014,No
4160,2012,No
4161,2016,No
4162,2019,No
4163,2013,No
4164,2016,No
4165,2014,Yes
4166,2017,No
4167,2016,No
4168,2016,No
4169,2018,Yes
4170,2020,Yes
4171,2019,No
4172,2019,Yes
4173,2016,No
4174,2020,No
4175,2009,No
4176,2014,No
4177,2012,No
4178,2013,Yes
4179,2021,No
4180,2017,No
4181,2012,No
4182,2015,No
4183,2017,No
4184,2014,No
4185,2012,No
4186,2017,No
4187,2015,No
4188,2019,Yes
4189,2015,Yes
4190,2019,Yes
4191,2018,No
4192,2017,No
4193,2018,No
4194,2014,Yes
4195,2021,No
4196,2015,No
4197,2012,No
4198,2016,Yes
4199,2017,No
4200,2018,No
4201,2015,Yes
4202,2012,No
4203,2015,Yes
4204,2009,No
4205,2013,No
4206,2014,No
4207,2014,No
4208,2012,No
4209,2015,No
4210,2013,Yes
4211,2019,No
4212,2011,No
4213,2020,Yes
4214,2019,No
4215,2015,No
4216,2020,No
4217,2011,No
4218,2011,No
4219,2010,No
4220,2017,No
4221,2020,Yes
4222,2013,Yes
4223,2018,No
4224,2018,Yes
4225,2012,Yes
4226,2020,Yes
4227,2014,No
4228,2018,No
4229,2021,No
4230,2014,No
4231,2014,Yes
4232,2020,No
4233,2015,No
4234,2015,Yes
4235,2016,No
4236,2014,Yes
4237,2016,No
4238,2020,No
4239,2011,No
4240,2013,No
4241,2017,No
4242,2018,Yes
4243,2020,Yes
4244,2014,No
4245,2014,No
4246,2015,Yes
4247,2018,No
4248,2013,No
4249,2015,No
4250,2018,Yes
4251,2012,Yes
4252,2014,Yes
4253,2013,Yes
4254,2011,No
4255,2020,No
4256,2012,No
4257,2016,Yes
4258,2015,Yes
4259,2013,No
4260,2011,No
4261,2018,No
4262,2020,No
4263,2013,No
4264,2017,Yes
4265,2016,Yes
4266,2011,Yes
4267,2019,Yes
4268,2013,No
4269,2017,No
4270,2016,No
4271,2019,No
4272,2013,Yes
4273,2018,No
4274,2017,Yes
4275,2013,No
4276,2010,Yes
4277,2011,No
4278,2012,No
4279,2018,Yes
4280,2020,No
4281,2017,No
4282,2015,Yes
4283,2016,No
4284,2020,No
4285,2011,No
4286,2013,No
4287,2012,Yes
4288,2019,Yes
4289,2018,No
4290,2013,Yes
4291,2014,No
4292,2019,Yes
4293,2017,Yes
4294,2016,No
4295,2018,No
4296,2020,No
4297,2013,No
4298,2019,No
4299,2014,No
4300,2018,No
4301,2015,No
4302,2020,No
4303,2011,No
4304,2021,Yes
4305,2017,No
4306,2010,No
4307,2018,No
4308,2019,No
4309,2019,No
4310,2020,No
4311,2014,Yes
4312,2020,No
4313,2014,Yes
4314,2016,No
4315,2018,No
4316,2015,No
4317,2011,No
4318,2016,No
4319,2019,No
4320,2015,No
4321,2011,No
4322,2019,No
4323,2013,No
4324,2013,No
4325,2017,No
4326,2018,No
4327,2020,No
4328,2011,No
4329,2015,No
4330,2011,Yes
4331,2017,Yes
4332,2011,No
4333,2017,Yes
4334,2018,No
4335,2020,No
4336,2019,No
4337,2013,No
4338,2012,No
4339,2014,No
4340,2019,Yes
4341,2020,Yes
4342,2014,No
4343,2020,No
4344,2012,No
4345,2015,No
4346,2012,No
4347,2014,No
4348,2015,Yes
4349,2011,No
4350,2019,No
4351,2020,Yes
4352,2014,Yes
4353,2013,No
4354,2010,Yes
4355,2019,No
4356,2014,Yes
4357,2013,No
4358,2013,No
4359,2010,Yes
4360,2019,Yes
4361,2017,Yes
4362,2012,No
4363,2015,No
4364,2017,No
4365,2012,Yes
4366,2016,No
4367,2020,Yes
4368,2011,No
4369,2015,No
4370,2016,No
4371,2010,No
4372,2016,Yes
4373,2019,No
4374,2019,No
4375,2016,No
4376,2019,No
4377,2014,Yes
4378,2018,No
4379,2016,Yes
4380,2020,Yes
4381,2015,Yes
4382,2014,No
4383,2019,Yes
4384,2010,No
4385,2013,No
4386,2012,No
4387,2021,No
4388,2013,No
4389,2011,Yes
4390,2016,No
4391,2018,No
4392,2021,Yes
4393,2015,No
4394,2020,No
4395,2015,No
4396,2014,Yes
4397,2013,No
4398,2017,No
4399,2016,No
4400,2013,Yes
4401,2012,No
4402,2014,Yes
4403,2012,Yes
4404,2010,No
4405,2017,Yes
4406,2019,No
4407,2018,Yes
4408,2019,No
4409,2016,No
4410,2017,Yes
4411,2013,No
4412,2016,No
4413,2020,No
4414,2012,No
4415,2015,No
4416,2017,Yes
4417,2020,No
4418,2017,Yes
4419,2020,No
4420,2014,No
4421,2011,No
4422,2020,No
4423,2018,No
4424,2011,No
4425,2020,No
4426,2017,Yes
4427,2019,Yes
4428,2018,No
4429,2020,Yes
4430,2017,Yes
4431,2020,Yes
4432,2018,No
4433,2015,No
4434,2014,Yes
4435,2019,No
4436,2016,No
4437,2018,No
4438,2016,Yes
4439,2017,No
4440,2013,No
4441,2016,No
4442,2020,No
4443,2018,No
4444,2013,No
4445,2012,Yes
4446,2013,Yes
4447,2016,No
4448,2020,Yes
4449,2013,No
4450,2016,No
4451,2016,No
4452,2012,No
4453,2018,Yes
4454,2012,No
4455,2020,Yes
4456,2020,Yes
4457,2012,Yes
4458,2016,Yes
4459,2015,No
4460,2011,No
4461,2011,No
4462,2018,No
4463,2015,Yes
4464,2013,No
4465,2011,No
4466,2020,Yes
4467,2020,No
4468,2011,No
4469,2010,No
4470,2021,Yes
4471,2017,No
4472,2020,No
4473,2020,Yes
4474,2017,No
4475,2018,No
4476,2012,No
4477,2012,No
4478,2019,No
4479,2018,No
4480,2021,No
4481,2011,No
4482,2010,No
4483,2019,Yes
4484,2012,No
4485,2012,No
4486,2018,No
4487,2015,No
4488,2021,Yes
4489,2011,No
4490,2010,Yes
4491,2015,No
4492,2016,No
4493,2013,No
4494,2013,No
4495,2012,No
4496,2010,No
4497,2011,Yes
4498,2013,No
4499,2013,No
4500,2021,No
4501,2017,Yes
4502,2013,No
4503,2016,Yes
4504,2015,No
4505,2020,Yes
4506,2018,No
4507,2015,No
4508,2012,No
4509,2013,Yes
4510,2015,Yes
4511,2015,Yes
4512,2021,No
4513,2015,No
4514,2018,No
4515,2012,Yes
4516,2017,No
4517,2017,No
4518,2018,No
4519,2019,Yes
4520,2012,No
4521,2013,Yes
4522,2016,No
4523,2011,No
4524,2009,No
4525,2008,No
4526,2012,No
4527,2010,No
4528,2020,No
4529,2013,No
4530,2019,No
4531,2012,Yes
4532,2013,No
4533,2016,No
4534,2019,Yes
4535,2020,No
4536,2019,Yes
4537,2016,No
4538,2010,No
4539,2013,Yes
4540,2018,No
4541,2011,Yes
4542,2013,No
4543,2020,Yes
4544,2020,Yes
4545,2015,No
4546,2011,No
4547,2020,Yes
4548,2019,No
4549,2014,Yes
4550,2019,Yes
4551,2018,No
4552,2017,No
4553,2011,No
4554,2014,No
4555,2015,No
4556,2013,No
4557,2013,No
4558,2016,No
4559,2014,No
4560,2010,No
4561,2014,No
4562,2015,Yes
4563,2017,No
4564,2014,No
4565,2013,No
4566,2019,Yes
4567,2015,Yes
4568,2015,No
4569,2020,No
4570,2020,Yes
4571,2020,Yes
4572,2017,Yes
4573,2014,No
4574,2016,No
4575,2014,No
4576,2012,No
4577,2015,Yes
4578,2012,Yes
4579,2015,No
4580,2013,Yes
4581,2018,No
4582,2013,No
4583,2020,Yes
4584,2018,No
4585,2012,No
4586,2013,Yes
4587,2021,No
4588,2018,Yes
4589,2020,Yes
4590,2018,No
4591,2020,Yes
4592,2017,Yes
4593,2011,No
4594,2018,No
4595,2019,No
4596,2020,No
4597,2011,No
4598,2020,No
4599,2020,Yes
4600,2020,No
4601,2016,No
4602,2015,No
4603,2014,Yes
4604,2014,No
4605,2016,No
4606,2018,No
4607,2020,No
4608,2018,Yes
4609,2020,No
4610,2011,No
4611,2017,No
4612,2021,No
4613,2020,No
4614,2011,No
4615,2021,No
4616,2015,No
4617,2017,No
4618,2020,No
4619,2021,No
4620,2012,No
4621,2011,No
4622,2013,No
4623,2019,No
4624,2017,Yes
4625,2017,Yes
4626,2013,No
4627,2012,Yes
4628,2017,No
4629,2012,No
4630,2012,No
4631,2013,No
4632,2017,No
4633,2019,Yes
4634,2012,No
4635,2019,Yes
4636,2014,No
4637,2017,No
4638,2018,No
4639,2017,Yes
4640,2019,No
4641,2017,No
4642,2012,No
4643,2017,No
4644,2013,No
4645,2012,No
4646,2013,No
4647,2015,No
4648,2012,Yes
4649,2017,No
4650,2017,No
4651,2012,Yes
4652,2017,No
4653,2013,No
4654,2019,No
4655,2018,No
4656,2019,Yes
4657,2016,Yes
4658,2012,No
4659,2019,Yes
4660,2012,No
4661,2015,No
4662,2017,Yes
4663,2016,No
4664,2017,No
4665,2020,No
4666,2017,No
4667,2020,No
4668,2013,No
4669,2016,No
4670,2019,No
4671,2013,Yes
4672,2011,Yes
4673,2014,Yes
4674,2015,Yes
4675,2016,No
4676,2011,No
4677,2018,Yes
4678,2018,Yes
4679,2012,No
4680,2010,No
4681,2020,No
4682,2017,No
4683,2017,No
4684,2014,No
4685,2010,Yes
4686,2018,Yes
4687,2020,Yes
4688,2019,No
4689,2010,No
4690,2012,Yes
4691,2013,No
4692,2013,No
4693,2011,Yes
4694,2010,Yes
4695,2020,Yes
4696,2016,Yes
4697,2019,Yes
4698,2019,No
4699,2013,No
4700,2016,No
4701,2010,No
4702,2015,No
4703,2012,Yes
4704,2013,No
4705,2014,No
4706,2020,No
4707,2018,Yes
4708,2017,No
4709,2016,No
4710,2012,No
4711,2016,No
4712,2020,No
4713,2012,No
4714,2016,Yes
4715,2018,No
4716,2017,No
4717,2013,No
4718,2020,Yes
4719,2020,Yes
4720,2018,Yes
4721,2010,Yes
4722,2016,No
4723,2018,No
4724,2009,Yes
4725,2017,No
4726,2016,No
4727,2013,No
4728,2020,No
4729,2021,Yes
4730,2021,Yes
4731,2016,Yes
4732,2012,No
4733,2015,No
4734,2016,No
4735,2019,No
4736,2012,Yes
4737,2013,No
4738,2013,No
4739,2015,No
4740,2010,Yes
4741,2017,No
4742,2020,No
4743,2018,Yes
4744,2016,No
4745,2013,No
4746,2012,No
4747,2010,No
4748,2013,No
4749,2017,No
4750,2020,No
4751,2010,Yes
4752,2013,No
4753,2017,Yes
4754,2016,No
4755,2018,No
4756,2016,No
4757,2013,No
4758,2017,No
4759,2019,No
4760,2010,Yes
4761,2019,Yes
4762,2020,No
4763,2019,No
4764,2011,Yes
4765,2013,No
4766,2011,No
4767,2018,Yes
4768,2018,No
4769,2011,No
4770,2011,No
4771,2020,Yes
4772,2013,No
4773,2015,No
4774,2010,Yes
4775,2021,No
4776,2014,No
4777,2021,No
4778,2013,No
4779,2018,No
4780,2019,No
4781,2012,No
4782,2019,Yes
4783,2019,Yes
4784,2015,No
4785,2011,No
4786,2019,No
4787,2018,Yes
4788,2017,No
4789,2010,No
4790,2016,Yes
4791,2014,No
4792,2012,No
4793,2013,No
4794,2019,No
4795,2016,No
4796,2015,No
4797,2018,No
4798,2018,No
4799,2011,Yes
4800,2017,Yes
4801,2014,No
4802,2018,Yes
4803,2021,Yes
4804,2012,Yes
4805,2017,No
4806,2017,Yes
4807,2012,No
4808,2014,No
4809,2020,Yes
4810,2010,No
4811,2013,Yes
4812,2016,No
4813,2017,No
4814,2016,No
4815,2014,No
4816,2020,No
4817,2012,No
4818,2018,No
4819,2013,Yes
4820,2019,Yes
4821,2016,No
4822,2013,No
4823,2009,No
4824,2011,No
4825,2015,No
4826,2012,No
4827,2013,No
4828,2012,No
4829,2020,Yes
4830,2011,Yes
4831,2018,No
4832,2019,No
4833,2014,Yes
4834,2013,No
4835,2012,No
4836,2018,No
4837,2020,Yes
4838,2018,No
4839,2020,No
4840,2013,No
4841,2020,No
4842,2013,Yes
4843,2018,Yes
4844,2012,No
4845,2014,Yes
4846,2016,No
4847,2018,Yes
4848,2014,Yes
4849,2017,Yes
4850,2011,No
4851,2021,Yes
4852,2019,No
4853,2015,Yes
4854,2020,Yes
4855,2011,No
4856,2016,No
4857,2010,No
4858,2018,No
4859,2015,No
4860,2017,No
4861,2014,No
4862,2019,Yes
4863,2013,No
4864,2013,Yes
4865,2021,No
4866,2014,No
4867,2018,No
4868,2012,No
4869,2014,No
4870,2015,No
4871,2018,Yes
4872,2015,Yes
4873,2013,No
4874,2020,Yes
4875,2021,Yes
4876,2010,Yes
4877,2019,Yes
4878,2021,Yes
4879,2020,No
4880,2011,Yes
4881,2015,No
4882,2018,Yes
4883,2018,No
4884,2020,No
4885,2013,No
4886,2013,No
4887,2018,No
4888,2014,No
4889,2018,No
4890,2016,No
4891,2019,No
4892,2019,No
4893,2018,Yes
4894,2010,No
4895,2018,Yes
4896,2019,No
4897,2019,No
4898,2011,Yes
4899,2014,No
4900,2019,No
4901,2016,No
4902,2019,Yes
4903,2017,No
4904,2019,No
4905,2020,No
4906,2020,No
4907,2020,No
4908,2019,No
4909,2016,No
4910,2018,No
4911,2020,Yes
4912,2020,No
4913,2014,No
4914,2016,No
4915,2015,No
4916,2014,No
4917,2011,Yes
4918,2018,No
4919,2014,No
4920,2016,Yes
4921,2010,No
4922,2019,Yes
4923,2014,No
4924,2011,Yes
4925,2018,No
4926,2010,Yes
4927,2014,Yes
4928,2018,No
4929,2012,Yes
4930,2019,No
4931,2013,No
4932,2015,No
4933,2019,No
4934,2017,No
4935,2021,No
4936,2014,Yes
4937,2014,No
4938,2019,Yes
4939,2020,Yes
4940,2012,No
4941,2021,No
4942,2020,No
4943,2018,No
4944,2011,No
4945,2017,No
4946,2014,No
4947,2020,No
4948,2011,No
4949,2011,No
4950,2010,No
4951,2016,No
4952,2011,No
4953,2020,No
4954,2017,No
4955,2014,Yes
4956,2013,No
4957,2012,No
4958,2019,No
4959,2020,No
4960,2019,No
4961,2016,No
4962,2019,Yes
4963,2017,No
4964,2016,Yes
4965,2016,Yes
4966,2013,No
4967,2019,No
4968,2012,No
4969,2013,Yes
4970,2011,No
4971,2020,No
4972,2012,Yes
4973,2010,No
4974,2016,Yes
4975,2016,No
4976,2019,Yes
4977,2016,Yes
4978,2018,No
4979,2018,Yes
4980,2019,Yes
4981,2015,No
4982,2012,No
4983,2012,Yes
4984,2020,Yes
4985,2020,No
4986,2012,Yes
4987,2011,Yes
4988,2011,No
4989,2016,No
4990,2012,No
4991,2020,No
4992,2018,No
4993,2014,No
4994,2019,No
4995,2013,Yes
4996,2013,No
4997,2019,Yes
4998,2020,No
4999,2020,Yes
5000,2015,No
5001,2020,No
